filename,R_mean,R_std,R_skewness,R_kurtosis,R_median,R_min,R_max,G_mean,G_std,G_skewness,G_kurtosis,G_median,G_min,G_max,B_mean,B_std,B_skewness,B_kurtosis,B_median,B_min,B_max,class
resized_IMG_20230913_071108_rotated_30_jpg.rf.c4198886a8020dc48d3d2e6423544f98.jpg,58.90326880680861,106.34980324903526,1.281468839179862,-0.352756639717017,0.0,0,255,57.52076543155623,105.43739344260457,1.3181483882999872,-0.2571470050624969,0.0,0,255,58.255767225994205,105.89329515022665,1.2984928880579052,-0.3086895803272913,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst04_rotated_90_jpg.rf.dcca3c1e7c169a64756a7c1a4ec310b7.jpg,61.21693412337432,107.87347599486057,1.2232189617358091,-0.5009977417317613,0.0,0,255,58.535682460162256,106.15152937394826,1.2923684695937674,-0.3263758393771754,0.0,0,255,59.07942646344351,106.49889277677158,1.2781376324314166,-0.36306975479498815,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst08_rotated_45_jpg.rf.e068781d003a8e6b1e98e8e507b246e1.jpg,60.46702262456695,107.26436600171921,1.2416045507223223,-0.4527091886389494,0.0,0,255,58.74639342381207,106.14037583339052,1.2861091468503982,-0.3397102024670464,0.0,0,255,58.971393973129814,106.3031094077749,1.2802683343737782,-0.35497660097026573,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst16_rotated_30_jpg.rf.775ef321ada0416fad810078b133c2e9.jpg,61.227024480040235,107.77167088024797,1.2220906900851864,-0.5006734169637106,0.0,0,255,59.83889609105491,106.88503200683827,1.2574564926253737,-0.4124102744020983,0.0,0,255,60.00514649693969,106.9992532007855,1.2533023204961364,-0.4230298289209977,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064439_Burst20_rotated_90_jpg.rf.6a428d2208e2b4d0ad1e9f4ee7b8cc50.jpg,62.23694637926362,108.48244782923551,1.1976886628590204,-0.5628119663782454,0.0,0,255,59.607557635638756,106.83470220833125,1.2642628000487544,-0.39825106760112483,0.0,0,255,59.924413877963566,107.03790863146622,1.256123720579594,-0.4188776570408992,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst02_flipped_lr_jpg.rf.5b2449d5aff996cbc49c1c525aa79250.jpg,61.28315987099578,108.0157645236924,1.2213021328889133,-0.5061149794441375,0.0,0,255,59.77380560011133,107.05366882911152,1.2597335714968234,-0.4102076633342411,0.0,0,255,59.818864303867926,107.08179623647719,1.2586092405961984,-0.4131613217089849,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst05_noised_jpg.rf.ad267c3c720b58a0d735011140855b06.jpg,120.0796315420692,121.70136381846059,0.1235762617996132,-1.9768145984461396,16.0,0,255,120.50956179092235,121.68112859899337,0.11680770678711638,-1.9782356777332406,16.0,0,255,120.54706676529972,121.65196741409116,0.11616425461056977,-1.9783621994633813,16.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst05_noised_jpg.rf.ced28514f6f1ea9ebfd49333af50fa2b.jpg,115.2670636402921,123.56058675643641,0.19969200150441874,-1.9565184843913792,8.0,0,255,115.20575001403812,123.52891497139349,0.20063392205696098,-1.9559504586404566,8.0,0,255,115.71950370972586,123.54519076009564,0.19245567558970433,-1.9591611237589097,9.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst16_flipped_lr_jpg.rf.9e05085af236b6bf4861400394be81dc.jpg,61.325633119221486,108.03261919496589,1.220195634759358,-0.5087575950673568,0.0,0,255,59.588773410091335,106.9329338646077,1.2644978225201349,-0.39814217122921436,0.0,0,255,59.552552618536666,106.90593861179804,1.2654765581395444,-0.3957684321666459,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst16_flipped_ud_jpg.rf.4867836aa38aa5772e8073978cfc3ea5.jpg,58.562787018523,106.28372391332472,1.2912347005118865,-0.33026187685273056,0.0,0,255,57.70839284275596,105.70811525156418,1.313889741813678,-0.27071962072398037,0.0,0,255,57.82834919030564,105.78989907723482,1.3106226440986577,-0.2794209010430473,0.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_064725_Burst16_noised_jpg.rf.298c109714325c8da0b85676a1d53a7d.jpg,115.88018769577074,123.51388717242334,0.18996747673808834,-1.9603529860224083,9.0,0,255,115.66639566991131,123.46316293874132,0.1933485498873672,-1.9588682813715415,9.0,0,255,116.29448314082798,123.4964993576182,0.18336537237947279,-1.9626218251856906,9.0,0,255,Daging_Sapi_Segar
resized_IMG_20231203_160259_Burst03_rotated_45_jpg.rf.954f4966ff93f785e927f7dd6f9b9675.jpg,77.4501890873757,115.88405345098275,0.8580595286648063,-1.2600938254779273,1.0,0,255,74.1289309788354,114.40575431630478,0.9259521471046198,-1.1385938952115497,1.0,0,255,75.13018342329937,114.82187560909176,0.9049497347953083,-1.1770339365607352,1.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst04_rotated_90_jpg.rf.78cb85c4f6394895171c3d9097fdb04c.jpg,87.9204832043047,119.61428688187195,0.660859565734689,-1.5605654845018462,2.0,0,255,86.21106008559592,119.05679725491967,0.6923079385120912,-1.5179248838762962,2.0,0,255,87.0972219170457,119.33018287190215,0.6760455325479651,-1.5402202964699898,2.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst05_flipped_lr_jpg.rf.97cd3f4121484baed5b3542bcc1e9e39.jpg,93.68481368362716,121.38463179949153,0.5564554022781469,-1.6876849398406029,2.0,0,255,93.14346226431216,121.225120548719,0.5656349236310177,-1.6770829283223176,2.0,0,255,95.35031335525721,121.79457003666637,0.5267505013940716,-1.7194292390828245,2.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst05_noised_jpg.rf.852166a991d5985347cab9da4c00cde8.jpg,121.124831847734,121.08360813843325,0.10683424526450187,-1.978081601117906,18.0,0,255,120.93113264436681,121.07745760499267,0.1101633418248718,-1.9771425883114728,18.0,0,255,120.64180088330293,121.02221685685112,0.1150667076316994,-1.9759070745674367,18.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst09_flipped_lr_jpg.rf.2e72370af7ab4604be0fdb0ee5ec50ad.jpg,96.20429737377289,121.69980142983033,0.5130388433452643,-1.7329855760842177,3.0,0,255,95.76421573294857,121.5830073488982,0.5203014347745777,-1.725176248245783,2.0,0,255,97.90603492684308,122.08535484625048,0.48312173543636117,-1.7623893836566007,3.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst09_noised_jpg.rf.30928e4f41020c64c7d87a990bbec415.jpg,120.97483392293438,120.99806827858829,0.10921175229551566,-1.9772903802349173,19.0,0,255,120.61863676424991,120.98191894017484,0.11511752148667379,-1.975758004738441,18.0,0,255,120.33686361538969,120.92712669765433,0.11997483092187672,-1.9744078145845418,18.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst15_noised_jpg.rf.58bf6c0f480e4963336d0fffb12bda2e.jpg,121.0616725138489,121.03535009764009,0.10768947023865189,-1.9777555277953323,18.0,0,255,120.96424795958974,121.04237613565861,0.10943075456856922,-1.9771999988698035,18.0,0,255,120.57493548568233,120.97762376737359,0.11594235594747124,-1.9755730192436012,18.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst17_flipped_lr_jpg.rf.27c335a888071b8679c5fd9d2e2bc538.jpg,93.40612892121318,121.28774498248826,0.5613359836788125,-1.6821384110814188,2.0,0,255,92.88229951733281,121.12920406331106,0.5702035231834994,-1.6717949704647066,2.0,0,255,94.63039460545558,121.5825332118323,0.539266514209229,-1.7059938718515828,2.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst18_brightened_jpg.rf.8e06d3f89f6a4b32ad67aac41efe4fd1.jpg,92.33024738829928,120.70830014451657,0.5804237932130156,-1.6592252438051247,2.0,0,255,90.71531424637267,120.21762818847266,0.6095379059336606,-1.624262768830129,2.0,0,255,90.83915976357365,120.2144232080659,0.6077782782123581,-1.6263385022090462,2.0,0,255,Daging_Sapi_Tidak_Segar
resized_IMG_20231203_193156_Burst20_blurred_jpg.rf.333ff552954a7267a09e8ba70159d8a2.jpg,73.9001901860112,114.69679150595564,0.9328197088362902,-1.12806654716491,1.0,0,255,72.32522296197013,113.92107368536591,0.9665783544367346,-1.0635231162232919,1.0,0,255,72.02966315835732,113.72810943291165,0.973404708031299,-1.0500452474832112,1.0,0,255,Daging_Sapi_Tidak_Segar
